frame,abstime,reltime,Cursor 1 [C],Cursor 2 [C],Cursor 3 [C]
30423,33:12.5,1011.463,5.68E+01,4.89E+01,4.40E+01
30424,33:12.6,1011.525,5.68E+01,4.89E+01,4.40E+01
30425,33:12.6,1011.587,5.67E+01,4.89E+01,4.40E+01
30426,33:12.7,1011.651,5.68E+01,4.89E+01,4.40E+01
30427,33:12.7,1011.712,5.68E+01,4.89E+01,4.40E+01
30428,33:12.8,1011.777,5.68E+01,4.89E+01,4.40E+01
30429,33:12.9,1011.839,5.68E+01,4.89E+01,4.40E+01
30430,33:12.9,1011.899,5.68E+01,4.90E+01,4.40E+01
30431,33:13.0,1011.961,5.68E+01,4.90E+01,4.40E+01
30432,33:13.1,1012.026,5.68E+01,4.89E+01,4.40E+01
30433,33:13.1,1012.087,5.68E+01,4.90E+01,4.41E+01
30434,33:13.2,1012.152,5.68E+01,4.90E+01,4.41E+01
30435,33:13.2,1012.213,5.68E+01,4.90E+01,4.41E+01
30436,33:13.3,1012.275,5.67E+01,4.90E+01,4.41E+01
30437,33:13.4,1012.338,5.67E+01,4.90E+01,4.41E+01
30438,33:13.4,1012.402,5.67E+01,4.90E+01,4.41E+01
30439,33:13.5,1012.463,5.67E+01,4.90E+01,4.41E+01
30440,33:13.6,1012.524,5.67E+01,4.90E+01,4.41E+01
30441,33:13.6,1012.588,5.67E+01,4.90E+01,4.41E+01
30442,33:13.7,1012.651,5.67E+01,4.90E+01,4.41E+01
30443,33:13.7,1012.712,5.67E+01,4.90E+01,4.41E+01
30444,33:13.8,1012.776,5.67E+01,4.90E+01,4.41E+01
30445,33:13.9,1012.836,5.67E+01,4.90E+01,4.41E+01
30446,33:13.9,1012.898,5.66E+01,4.90E+01,4.40E+01
30447,33:14.0,1012.964,5.66E+01,4.90E+01,4.40E+01
30448,33:14.2,1013.155,5.65E+01,4.90E+01,4.40E+01
30449,33:14.2,1013.213,5.65E+01,4.90E+01,4.40E+01
30450,33:14.3,1013.275,5.64E+01,4.90E+01,4.40E+01
30451,33:14.4,1013.34,5.64E+01,4.90E+01,4.40E+01
30452,33:14.4,1013.403,5.64E+01,4.90E+01,4.40E+01
30453,33:14.5,1013.462,5.64E+01,4.90E+01,4.40E+01
30454,33:14.6,1013.524,5.64E+01,4.90E+01,4.40E+01
30455,33:14.6,1013.589,5.64E+01,4.90E+01,4.40E+01
30456,33:14.7,1013.651,5.64E+01,4.90E+01,4.41E+01
30457,33:14.7,1013.714,5.64E+01,4.90E+01,4.41E+01
30458,33:14.8,1013.776,5.65E+01,4.90E+01,4.41E+01
30459,33:14.9,1013.837,5.65E+01,4.91E+01,4.41E+01
30460,33:14.9,1013.9,5.65E+01,4.91E+01,4.41E+01
30461,33:15.0,1013.962,5.65E+01,4.91E+01,4.41E+01
30462,33:15.0,1014.023,5.65E+01,4.91E+01,4.41E+01
30463,33:15.1,1014.089,5.65E+01,4.91E+01,4.42E+01
30464,33:15.2,1014.151,5.65E+01,4.91E+01,4.42E+01
30465,33:15.2,1014.213,5.65E+01,4.91E+01,4.42E+01
30466,33:15.3,1014.274,5.65E+01,4.91E+01,4.42E+01
30467,33:15.4,1014.338,5.64E+01,4.91E+01,4.42E+01
30468,33:15.4,1014.402,5.64E+01,4.91E+01,4.42E+01
30469,33:15.5,1014.463,5.65E+01,4.91E+01,4.41E+01
30470,33:15.6,1014.525,5.64E+01,4.91E+01,4.41E+01
30471,33:15.6,1014.586,5.64E+01,4.91E+01,4.41E+01
30472,33:15.7,1014.651,5.64E+01,4.91E+01,4.41E+01
30473,33:15.7,1014.714,5.64E+01,4.91E+01,4.41E+01
30474,33:15.8,1014.776,5.64E+01,4.91E+01,4.41E+01
30475,33:15.9,1014.839,5.64E+01,4.91E+01,4.41E+01
30476,33:15.9,1014.901,5.64E+01,4.91E+01,4.41E+01
30477,33:16.0,1014.965,5.64E+01,4.91E+01,4.41E+01
30478,33:16.1,1015.024,5.64E+01,4.91E+01,4.41E+01
30479,33:16.1,1015.089,5.64E+01,4.91E+01,4.41E+01
30480,33:16.2,1015.15,5.64E+01,4.91E+01,4.41E+01
30481,33:16.2,1015.212,5.63E+01,4.91E+01,4.41E+01
30482,33:16.3,1015.277,5.63E+01,4.91E+01,4.41E+01
30483,33:16.4,1015.337,5.63E+01,4.91E+01,4.41E+01
30484,33:16.4,1015.402,5.63E+01,4.91E+01,4.41E+01
30485,33:16.5,1015.464,5.63E+01,4.91E+01,4.41E+01
30486,33:16.6,1015.525,5.63E+01,4.91E+01,4.41E+01
30487,33:16.6,1015.587,5.63E+01,4.91E+01,4.41E+01
30488,33:16.7,1015.651,5.63E+01,4.91E+01,4.41E+01
30489,33:16.7,1015.712,5.63E+01,4.91E+01,4.41E+01
30490,33:16.8,1015.775,5.63E+01,4.91E+01,4.41E+01
30491,33:16.9,1015.838,5.63E+01,4.91E+01,4.41E+01
30492,33:16.9,1015.9,5.63E+01,4.91E+01,4.41E+01
30493,33:17.0,1015.963,5.63E+01,4.91E+01,4.41E+01
30494,33:17.1,1016.024,5.62E+01,4.91E+01,4.41E+01
30495,33:17.1,1016.089,5.62E+01,4.91E+01,4.41E+01
30496,33:17.2,1016.151,5.62E+01,4.91E+01,4.41E+01
30497,33:17.2,1016.213,5.62E+01,4.91E+01,4.41E+01
30498,33:17.3,1016.275,5.62E+01,4.91E+01,4.41E+01
30499,33:17.4,1016.336,5.62E+01,4.91E+01,4.41E+01
30500,33:17.4,1016.4,5.62E+01,4.91E+01,4.41E+01
30501,33:17.5,1016.462,5.62E+01,4.91E+01,4.41E+01
30502,33:17.6,1016.527,5.62E+01,4.91E+01,4.41E+01
30503,33:17.6,1016.589,5.62E+01,4.91E+01,4.42E+01
30504,33:17.7,1016.652,5.62E+01,4.91E+01,4.42E+01
30505,33:17.7,1016.714,5.62E+01,4.91E+01,4.41E+01
30506,33:17.8,1016.774,5.61E+01,4.91E+01,4.41E+01
30507,33:17.9,1016.836,5.61E+01,4.91E+01,4.42E+01
30508,33:17.9,1016.902,5.61E+01,4.91E+01,4.42E+01
30509,33:18.0,1016.961,5.61E+01,4.91E+01,4.42E+01
30510,33:18.1,1017.027,5.61E+01,4.91E+01,4.42E+01
30511,33:18.1,1017.089,5.61E+01,4.91E+01,4.42E+01
30512,33:18.2,1017.151,5.61E+01,4.91E+01,4.42E+01
30513,33:18.2,1017.213,5.61E+01,4.91E+01,4.42E+01
30514,33:18.3,1017.275,5.60E+01,4.91E+01,4.42E+01
30515,33:18.4,1017.336,5.60E+01,4.91E+01,4.42E+01
30516,33:18.4,1017.4,5.60E+01,4.91E+01,4.42E+01
30517,33:18.5,1017.462,5.60E+01,4.91E+01,4.42E+01
30518,33:18.6,1017.531,5.60E+01,4.91E+01,4.41E+01
30519,33:18.6,1017.588,5.60E+01,4.91E+01,4.41E+01
30520,33:18.7,1017.652,5.60E+01,4.91E+01,4.41E+01
30521,33:18.7,1017.713,5.60E+01,4.90E+01,4.41E+01
30522,33:18.8,1017.775,5.59E+01,4.90E+01,4.41E+01
30523,33:18.9,1017.836,5.59E+01,4.90E+01,4.41E+01
30524,33:18.9,1017.9,5.59E+01,4.90E+01,4.41E+01
30525,33:19.0,1017.964,5.59E+01,4.91E+01,4.41E+01
30526,33:19.2,1018.147,5.59E+01,4.91E+01,4.42E+01
30527,33:19.2,1018.187,5.59E+01,4.90E+01,4.41E+01
30528,33:19.3,1018.228,5.59E+01,4.90E+01,4.41E+01
30529,33:19.3,1018.276,5.59E+01,4.90E+01,4.41E+01
30530,33:19.4,1018.338,5.59E+01,4.90E+01,4.41E+01
30531,33:19.4,1018.401,5.59E+01,4.90E+01,4.41E+01
30532,33:19.5,1018.462,5.59E+01,4.90E+01,4.41E+01
30533,33:19.6,1018.525,5.59E+01,4.90E+01,4.41E+01
30534,33:19.6,1018.587,5.58E+01,4.90E+01,4.41E+01
30535,33:19.7,1018.652,5.58E+01,4.90E+01,4.41E+01
30536,33:19.7,1018.713,5.58E+01,4.90E+01,4.41E+01
30537,33:19.8,1018.775,5.58E+01,4.90E+01,4.41E+01
30538,33:19.9,1018.836,5.58E+01,4.90E+01,4.41E+01
30539,33:19.9,1018.9,5.58E+01,4.90E+01,4.41E+01
30540,33:20.0,1018.964,5.58E+01,4.91E+01,4.41E+01
30541,33:20.1,1019.027,5.58E+01,4.91E+01,4.41E+01
30542,33:20.1,1019.089,5.58E+01,4.91E+01,4.41E+01
30543,33:20.2,1019.151,5.57E+01,4.91E+01,4.41E+01
30544,33:20.2,1019.211,5.58E+01,4.91E+01,4.41E+01
30545,33:20.3,1019.275,5.57E+01,4.91E+01,4.41E+01
30546,33:20.4,1019.34,5.58E+01,4.91E+01,4.41E+01
30547,33:20.4,1019.4,5.58E+01,4.91E+01,4.41E+01
30548,33:20.5,1019.462,5.57E+01,4.91E+01,4.41E+01
30549,33:20.6,1019.526,5.57E+01,4.91E+01,4.41E+01
30550,33:20.6,1019.588,5.57E+01,4.91E+01,4.42E+01
30551,33:20.7,1019.651,5.57E+01,4.91E+01,4.42E+01
30552,33:20.7,1019.712,5.57E+01,4.91E+01,4.42E+01
30553,33:20.8,1019.777,5.57E+01,4.91E+01,4.42E+01
30554,33:20.9,1019.838,5.58E+01,4.91E+01,4.42E+01
30555,33:20.9,1019.9,5.58E+01,4.91E+01,4.41E+01
30556,33:21.0,1019.962,5.57E+01,4.90E+01,4.41E+01
30557,33:21.1,1020.025,5.57E+01,4.90E+01,4.42E+01
30558,33:21.1,1020.087,5.56E+01,4.90E+01,4.42E+01
30559,33:21.2,1020.15,5.56E+01,4.90E+01,4.42E+01
30560,33:21.2,1020.212,5.56E+01,4.90E+01,4.42E+01
30561,33:21.3,1020.275,5.56E+01,4.90E+01,4.41E+01
30562,33:21.4,1020.34,5.56E+01,4.90E+01,4.41E+01
30563,33:21.4,1020.399,5.55E+01,4.90E+01,4.41E+01
30564,33:21.5,1020.465,5.55E+01,4.90E+01,4.41E+01
30565,33:21.6,1020.524,5.55E+01,4.90E+01,4.42E+01
30566,33:21.6,1020.59,5.55E+01,4.89E+01,4.42E+01
30567,33:21.7,1020.652,5.55E+01,4.89E+01,4.42E+01
30568,33:21.7,1020.714,5.55E+01,4.89E+01,4.41E+01
30569,33:21.8,1020.777,5.55E+01,4.89E+01,4.41E+01
30570,33:21.9,1020.839,5.55E+01,4.89E+01,4.41E+01
30571,33:21.9,1020.9,5.55E+01,4.89E+01,4.41E+01
30572,33:22.0,1020.961,5.54E+01,4.89E+01,4.41E+01
30573,33:22.1,1021.027,5.54E+01,4.88E+01,4.41E+01
30574,33:22.1,1021.088,5.54E+01,4.88E+01,4.41E+01
30575,33:22.2,1021.152,5.54E+01,4.88E+01,4.41E+01
30576,33:22.2,1021.212,5.54E+01,4.88E+01,4.41E+01
30577,33:22.3,1021.276,5.54E+01,4.88E+01,4.41E+01
30578,33:22.4,1021.338,5.54E+01,4.89E+01,4.41E+01
30579,33:22.4,1021.4,5.54E+01,4.89E+01,4.41E+01
30580,33:22.5,1021.461,5.54E+01,4.89E+01,4.41E+01
30581,33:22.6,1021.527,5.54E+01,4.89E+01,4.41E+01
30582,33:22.6,1021.588,5.54E+01,4.89E+01,4.41E+01
30583,33:22.7,1021.651,5.54E+01,4.89E+01,4.41E+01
30584,33:22.7,1021.712,5.54E+01,4.89E+01,4.41E+01
30585,33:22.8,1021.777,5.54E+01,4.89E+01,4.41E+01
30586,33:22.9,1021.837,5.54E+01,4.89E+01,4.41E+01
30587,33:22.9,1021.901,5.54E+01,4.89E+01,4.41E+01
30588,33:23.0,1021.964,5.54E+01,4.90E+01,4.41E+01
30589,33:23.1,1022.027,5.54E+01,4.90E+01,4.41E+01
30590,33:23.1,1022.09,5.54E+01,4.90E+01,4.41E+01
30591,33:23.2,1022.149,5.54E+01,4.90E+01,4.42E+01
30592,33:23.2,1022.215,5.54E+01,4.90E+01,4.42E+01
30593,33:23.3,1022.275,5.55E+01,4.90E+01,4.42E+01
30594,33:23.4,1022.339,5.55E+01,4.90E+01,4.42E+01
30595,33:23.4,1022.401,5.55E+01,4.90E+01,4.41E+01
30596,33:23.5,1022.463,5.54E+01,4.90E+01,4.42E+01
30597,33:23.6,1022.527,5.54E+01,4.90E+01,4.42E+01
30598,33:23.6,1022.589,5.54E+01,4.90E+01,4.42E+01
30599,33:23.7,1022.651,5.54E+01,4.90E+01,4.42E+01
30600,33:23.7,1022.712,5.54E+01,4.90E+01,4.42E+01
30601,33:23.8,1022.777,5.54E+01,4.90E+01,4.42E+01
30602,33:23.9,1022.839,5.54E+01,4.90E+01,4.42E+01
30603,33:23.9,1022.901,5.54E+01,4.90E+01,4.42E+01
30604,33:24.0,1022.961,5.54E+01,4.90E+01,4.42E+01
30605,33:24.2,1023.152,5.54E+01,4.90E+01,4.43E+01
30606,33:24.2,1023.211,5.54E+01,4.90E+01,4.42E+01
30607,33:24.3,1023.276,5.54E+01,4.90E+01,4.42E+01
30608,33:24.4,1023.338,5.54E+01,4.90E+01,4.42E+01
30609,33:24.4,1023.4,5.54E+01,4.90E+01,4.42E+01
30610,33:24.5,1023.462,5.54E+01,4.90E+01,4.42E+01
30611,33:24.6,1023.525,5.54E+01,4.90E+01,4.42E+01
30612,33:24.6,1023.587,5.53E+01,4.90E+01,4.42E+01
30613,33:24.7,1023.65,5.53E+01,4.90E+01,4.42E+01
30614,33:24.7,1023.712,5.53E+01,4.89E+01,4.42E+01
30615,33:24.8,1023.777,5.53E+01,4.89E+01,4.42E+01
30616,33:24.9,1023.838,5.53E+01,4.90E+01,4.42E+01
30617,33:24.9,1023.901,5.52E+01,4.90E+01,4.42E+01
30618,33:25.0,1023.964,5.52E+01,4.89E+01,4.42E+01
30619,33:25.1,1024.024,5.52E+01,4.89E+01,4.42E+01
30620,33:25.1,1024.089,5.52E+01,4.90E+01,4.42E+01
30621,33:25.2,1024.152,5.52E+01,4.90E+01,4.42E+01
30622,33:25.2,1024.213,5.52E+01,4.90E+01,4.42E+01
30623,33:25.3,1024.275,5.52E+01,4.90E+01,4.42E+01
30624,33:25.4,1024.34,5.51E+01,4.90E+01,4.42E+01
30625,33:25.4,1024.399,5.51E+01,4.90E+01,4.42E+01
30626,33:25.5,1024.465,5.51E+01,4.90E+01,4.42E+01
30627,33:25.6,1024.524,5.51E+01,4.90E+01,4.43E+01
30628,33:25.6,1024.59,5.51E+01,4.90E+01,4.43E+01
30629,33:25.7,1024.649,5.51E+01,4.90E+01,4.43E+01
30630,33:25.7,1024.715,5.51E+01,4.89E+01,4.42E+01
30631,33:25.8,1024.777,5.50E+01,4.89E+01,4.42E+01
30632,33:25.9,1024.838,5.50E+01,4.89E+01,4.42E+01
30633,33:25.9,1024.901,5.50E+01,4.89E+01,4.42E+01
30634,33:26.0,1024.963,5.50E+01,4.89E+01,4.42E+01
30635,33:26.1,1025.026,5.50E+01,4.89E+01,4.42E+01
30636,33:26.1,1025.088,5.50E+01,4.89E+01,4.42E+01
30637,33:26.2,1025.153,5.50E+01,4.89E+01,4.42E+01
30638,33:26.2,1025.211,5.50E+01,4.89E+01,4.42E+01
30639,33:26.3,1025.276,5.49E+01,4.89E+01,4.42E+01
30640,33:26.4,1025.339,5.49E+01,4.89E+01,4.42E+01
30641,33:26.4,1025.401,5.49E+01,4.88E+01,4.42E+01
30642,33:26.5,1025.463,5.49E+01,4.88E+01,4.41E+01
30643,33:26.6,1025.526,5.49E+01,4.89E+01,4.42E+01
30644,33:26.6,1025.59,5.49E+01,4.89E+01,4.42E+01
30645,33:26.7,1025.65,5.49E+01,4.89E+01,4.42E+01
30646,33:26.7,1025.715,5.49E+01,4.89E+01,4.42E+01
30647,33:26.8,1025.777,5.49E+01,4.89E+01,4.42E+01
30648,33:26.9,1025.838,5.49E+01,4.89E+01,4.42E+01
30649,33:26.9,1025.901,5.49E+01,4.89E+01,4.42E+01
30650,33:27.0,1025.963,5.48E+01,4.89E+01,4.42E+01
30651,33:27.1,1026.026,5.48E+01,4.89E+01,4.42E+01
30652,33:27.1,1026.088,5.48E+01,4.89E+01,4.41E+01
30653,33:27.2,1026.153,5.48E+01,4.88E+01,4.41E+01
30654,33:27.2,1026.215,5.48E+01,4.88E+01,4.41E+01
30655,33:27.3,1026.277,5.48E+01,4.88E+01,4.41E+01
30656,33:27.4,1026.339,5.48E+01,4.88E+01,4.41E+01
30657,33:27.4,1026.402,5.48E+01,4.89E+01,4.42E+01
30658,33:27.5,1026.463,5.48E+01,4.88E+01,4.41E+01
30659,33:27.6,1026.526,5.48E+01,4.88E+01,4.41E+01
30660,33:27.6,1026.588,5.48E+01,4.88E+01,4.41E+01
30661,33:27.7,1026.651,5.48E+01,4.88E+01,4.41E+01
30662,33:27.7,1026.712,5.48E+01,4.88E+01,4.41E+01
30663,33:27.8,1026.777,5.48E+01,4.87E+01,4.41E+01
30664,33:27.9,1026.838,5.48E+01,4.88E+01,4.41E+01
30665,33:27.9,1026.901,5.48E+01,4.88E+01,4.41E+01
30666,33:28.0,1026.962,5.48E+01,4.88E+01,4.41E+01
30667,33:28.1,1027.024,5.48E+01,4.88E+01,4.41E+01
30668,33:28.1,1027.09,5.48E+01,4.88E+01,4.42E+01
30669,33:28.2,1027.152,5.48E+01,4.88E+01,4.42E+01
30670,33:28.2,1027.212,5.48E+01,4.88E+01,4.41E+01
30671,33:28.3,1027.274,5.48E+01,4.88E+01,4.41E+01
30672,33:28.4,1027.338,5.48E+01,4.88E+01,4.41E+01
30673,33:28.4,1027.4,5.48E+01,4.88E+01,4.41E+01
30674,33:28.5,1027.462,5.48E+01,4.88E+01,4.42E+01
30675,33:28.6,1027.524,5.48E+01,4.88E+01,4.42E+01
30676,33:28.6,1027.59,5.48E+01,4.88E+01,4.42E+01
30677,33:28.7,1027.649,5.49E+01,4.89E+01,4.42E+01
30678,33:28.7,1027.714,5.48E+01,4.89E+01,4.42E+01
30679,33:28.8,1027.776,5.49E+01,4.89E+01,4.42E+01
30680,33:28.9,1027.838,5.49E+01,4.89E+01,4.42E+01
30681,33:28.9,1027.901,5.49E+01,4.89E+01,4.42E+01
30682,33:29.0,1027.964,5.49E+01,4.89E+01,4.42E+01
30683,33:29.2,1028.154,5.49E+01,4.89E+01,4.42E+01
30684,33:29.2,1028.214,5.49E+01,4.89E+01,4.42E+01
30685,33:29.3,1028.277,5.49E+01,4.89E+01,4.42E+01
30686,33:29.4,1028.339,5.49E+01,4.89E+01,4.42E+01
30687,33:29.4,1028.403,5.48E+01,4.89E+01,4.41E+01
30688,33:29.5,1028.465,5.48E+01,4.89E+01,4.42E+01
30689,33:29.6,1028.525,5.48E+01,4.89E+01,4.42E+01
30690,33:29.6,1028.588,5.48E+01,4.88E+01,4.41E+01
30691,33:29.7,1028.652,5.48E+01,4.88E+01,4.41E+01
30692,33:29.7,1028.713,5.48E+01,4.88E+01,4.41E+01
30693,33:29.8,1028.775,5.48E+01,4.88E+01,4.41E+01
30694,33:29.9,1028.836,5.48E+01,4.88E+01,4.41E+01
30695,33:29.9,1028.902,5.48E+01,4.88E+01,4.42E+01
30696,33:30.0,1028.963,5.48E+01,4.88E+01,4.42E+01
30697,33:30.1,1029.026,5.48E+01,4.88E+01,4.42E+01
30698,33:30.1,1029.087,5.48E+01,4.88E+01,4.42E+01
30699,33:30.2,1029.153,5.48E+01,4.89E+01,4.42E+01
30700,33:30.2,1029.215,5.48E+01,4.89E+01,4.42E+01
30701,33:30.3,1029.277,5.47E+01,4.89E+01,4.42E+01
30702,33:30.4,1029.338,5.47E+01,4.89E+01,4.42E+01
30703,33:30.4,1029.403,5.47E+01,4.89E+01,4.43E+01
30704,33:30.5,1029.464,5.47E+01,4.89E+01,4.43E+01
30705,33:30.6,1029.526,5.47E+01,4.89E+01,4.43E+01
30706,33:30.6,1029.591,5.47E+01,4.89E+01,4.43E+01
30707,33:30.7,1029.652,5.47E+01,4.89E+01,4.43E+01
30708,33:30.7,1029.712,5.47E+01,4.89E+01,4.42E+01
30709,33:30.8,1029.775,5.47E+01,4.89E+01,4.42E+01
30710,33:30.9,1029.84,5.48E+01,4.89E+01,4.42E+01
30711,33:30.9,1029.902,5.48E+01,4.88E+01,4.42E+01
30712,33:31.0,1029.964,5.48E+01,4.88E+01,4.42E+01
30713,33:31.1,1030.027,5.48E+01,4.88E+01,4.42E+01
30714,33:31.1,1030.092,5.48E+01,4.87E+01,4.42E+01
30715,33:31.2,1030.152,5.47E+01,4.88E+01,4.42E+01
30716,33:31.2,1030.214,5.47E+01,4.88E+01,4.42E+01
30717,33:31.3,1030.274,5.46E+01,4.88E+01,4.42E+01
30718,33:31.4,1030.34,5.46E+01,4.87E+01,4.42E+01
30719,33:31.4,1030.402,5.46E+01,4.87E+01,4.42E+01
30720,33:31.5,1030.464,5.46E+01,4.87E+01,4.41E+01
30721,33:31.6,1030.525,5.46E+01,4.87E+01,4.41E+01
30722,33:31.6,1030.588,5.45E+01,4.87E+01,4.41E+01
30723,33:31.7,1030.651,5.45E+01,4.87E+01,4.41E+01
30724,33:31.7,1030.713,5.46E+01,4.87E+01,4.41E+01
30725,33:31.8,1030.778,5.45E+01,4.87E+01,4.41E+01
30726,33:31.9,1030.84,5.46E+01,4.87E+01,4.41E+01
30727,33:31.9,1030.902,5.46E+01,4.87E+01,4.41E+01
30728,33:32.0,1030.963,5.46E+01,4.87E+01,4.41E+01
30729,33:32.1,1031.026,5.46E+01,4.87E+01,4.41E+01
30730,33:32.1,1031.088,5.46E+01,4.87E+01,4.41E+01
30731,33:32.2,1031.153,5.46E+01,4.87E+01,4.41E+01
30732,33:32.2,1031.214,5.46E+01,4.88E+01,4.41E+01
30733,33:32.3,1031.276,5.46E+01,4.88E+01,4.41E+01
30734,33:32.4,1031.337,5.46E+01,4.88E+01,4.41E+01
30735,33:32.4,1031.402,5.46E+01,4.88E+01,4.41E+01
30736,33:32.5,1031.462,5.46E+01,4.88E+01,4.41E+01
30737,33:32.6,1031.525,5.46E+01,4.88E+01,4.42E+01
30738,33:32.6,1031.587,5.46E+01,4.88E+01,4.42E+01
30739,33:32.7,1031.649,5.46E+01,4.89E+01,4.42E+01
30740,33:32.7,1031.714,5.46E+01,4.89E+01,4.42E+01
30741,33:32.8,1031.777,5.47E+01,4.89E+01,4.42E+01
30742,33:32.9,1031.838,5.46E+01,4.89E+01,4.42E+01
30743,33:32.9,1031.901,5.46E+01,4.88E+01,4.42E+01
30744,33:33.0,1031.962,5.46E+01,4.88E+01,4.42E+01
30745,33:33.1,1032.028,5.46E+01,4.88E+01,4.42E+01
30746,33:33.1,1032.09,5.46E+01,4.88E+01,4.42E+01
30747,33:33.2,1032.152,5.46E+01,4.88E+01,4.42E+01
30748,33:33.2,1032.214,5.46E+01,4.88E+01,4.41E+01
30749,33:33.3,1032.276,5.46E+01,4.88E+01,4.42E+01
30750,33:33.4,1032.34,5.46E+01,4.88E+01,4.42E+01
30751,33:33.4,1032.4,5.46E+01,4.88E+01,4.42E+01
30752,33:33.5,1032.463,5.46E+01,4.88E+01,4.42E+01
30753,33:33.6,1032.526,5.46E+01,4.88E+01,4.42E+01
30754,33:33.6,1032.589,5.46E+01,4.88E+01,4.42E+01
30755,33:33.7,1032.652,5.46E+01,4.88E+01,4.42E+01
30756,33:33.7,1032.715,5.46E+01,4.88E+01,4.42E+01
30757,33:33.8,1032.777,5.46E+01,4.88E+01,4.42E+01
30758,33:33.9,1032.838,5.46E+01,4.88E+01,4.42E+01
30759,33:33.9,1032.901,5.47E+01,4.88E+01,4.42E+01
30760,33:34.0,1032.963,5.47E+01,4.88E+01,4.42E+01
30761,33:34.2,1033.156,5.47E+01,4.88E+01,4.42E+01
30762,33:34.2,1033.215,5.47E+01,4.88E+01,4.42E+01
30763,33:34.3,1033.277,5.47E+01,4.89E+01,4.42E+01
30764,33:34.4,1033.338,5.47E+01,4.89E+01,4.42E+01
30765,33:34.4,1033.403,5.47E+01,4.88E+01,4.42E+01
30766,33:34.5,1033.465,5.47E+01,4.89E+01,4.42E+01
30767,33:34.6,1033.527,5.47E+01,4.89E+01,4.42E+01
30768,33:34.6,1033.589,5.47E+01,4.89E+01,4.42E+01
30769,33:34.7,1033.651,5.47E+01,4.89E+01,4.43E+01
30770,33:34.7,1033.715,5.47E+01,4.89E+01,4.42E+01
30771,33:34.8,1033.777,5.47E+01,4.89E+01,4.42E+01
30772,33:34.9,1033.838,5.47E+01,4.89E+01,4.42E+01
30773,33:34.9,1033.903,5.47E+01,4.89E+01,4.42E+01
30774,33:35.0,1033.964,5.47E+01,4.89E+01,4.42E+01
30775,33:35.1,1034.027,5.47E+01,4.89E+01,4.42E+01
30776,33:35.1,1034.089,5.47E+01,4.89E+01,4.42E+01
30777,33:35.2,1034.151,5.47E+01,4.89E+01,4.42E+01
30778,33:35.2,1034.214,5.47E+01,4.89E+01,4.42E+01
30779,33:35.3,1034.277,5.47E+01,4.89E+01,4.42E+01
30780,33:35.4,1034.338,5.47E+01,4.89E+01,4.42E+01
30781,33:35.4,1034.4,5.47E+01,4.89E+01,4.42E+01
30782,33:35.5,1034.462,5.47E+01,4.89E+01,4.42E+01
30783,33:35.6,1034.527,5.47E+01,4.89E+01,4.42E+01
30784,33:35.6,1034.589,5.47E+01,4.89E+01,4.42E+01
30785,33:35.7,1034.652,5.47E+01,4.89E+01,4.42E+01
30786,33:35.7,1034.714,5.47E+01,4.89E+01,4.42E+01
30787,33:35.8,1034.777,5.47E+01,4.90E+01,4.42E+01
30788,33:35.9,1034.839,5.47E+01,4.89E+01,4.42E+01
30789,33:35.9,1034.904,5.47E+01,4.89E+01,4.42E+01
30790,33:36.0,1034.963,5.47E+01,4.89E+01,4.42E+01
30791,33:36.1,1035.026,5.47E+01,4.89E+01,4.42E+01
30792,33:36.1,1035.09,5.47E+01,4.89E+01,4.42E+01
30793,33:36.2,1035.149,5.47E+01,4.89E+01,4.42E+01
30794,33:36.2,1035.213,5.47E+01,4.90E+01,4.43E+01
30795,33:36.3,1035.276,5.47E+01,4.90E+01,4.43E+01
30796,33:36.4,1035.337,5.47E+01,4.90E+01,4.43E+01
30797,33:36.4,1035.4,5.47E+01,4.90E+01,4.43E+01
30798,33:36.5,1035.465,5.47E+01,4.90E+01,4.43E+01
30799,33:36.6,1035.526,5.47E+01,4.90E+01,4.42E+01
30800,33:36.6,1035.588,5.47E+01,4.90E+01,4.42E+01
30801,33:36.7,1035.649,5.47E+01,4.90E+01,4.42E+01
30802,33:36.7,1035.714,5.47E+01,4.90E+01,4.43E+01
30803,33:36.8,1035.776,5.47E+01,4.90E+01,4.43E+01
30804,33:36.9,1035.837,5.47E+01,4.90E+01,4.43E+01
30805,33:36.9,1035.902,5.47E+01,4.90E+01,4.43E+01
30806,33:37.0,1035.963,5.47E+01,4.90E+01,4.42E+01
30807,33:37.1,1036.026,5.47E+01,4.90E+01,4.42E+01
30808,33:37.1,1036.087,5.47E+01,4.90E+01,4.42E+01
30809,33:37.2,1036.152,5.47E+01,4.90E+01,4.43E+01
30810,33:37.2,1036.214,5.47E+01,4.90E+01,4.43E+01
30811,33:37.3,1036.278,5.47E+01,4.90E+01,4.43E+01
30812,33:37.4,1036.34,5.48E+01,4.90E+01,4.43E+01
30813,33:37.4,1036.4,5.48E+01,4.90E+01,4.43E+01
30814,33:37.5,1036.463,5.48E+01,4.90E+01,4.43E+01
30815,33:37.6,1036.526,5.48E+01,4.90E+01,4.43E+01
30816,33:37.6,1036.588,5.48E+01,4.90E+01,4.43E+01
30817,33:37.7,1036.651,5.48E+01,4.90E+01,4.43E+01
30818,33:37.7,1036.714,5.48E+01,4.91E+01,4.44E+01
30819,33:37.8,1036.776,5.48E+01,4.90E+01,4.44E+01
30820,33:37.9,1036.838,5.48E+01,4.91E+01,4.43E+01
